S/N,Video_ID,text,label,Language
3024,KxYo2Qe0XPA,"Malam aminu Saira muna godiya,,kodaga yanzu Kaine director na daya akannywood. mungode.masha allah.sako da Ali Adamu Edo state.",Positive,Hausa
3025,KxYo2Qe0XPA,Babbar Magana Wata Sabuwa ❤❤,Neutral,Hausa
3026,KxYo2Qe0XPA,Allah yakara daukaka 🎉,Positive,Hausa
3027,KxYo2Qe0XPA,Very nice I waiting next,Positive,English
3028,KxYo2Qe0XPA,Allah ya kawo musu dauki p,Neutral,Hausa
3029,KxYo2Qe0XPA,Allah Kara basira Aminu,Positive,Hausa
3030,KxYo2Qe0XPA,"This is fascinating movie indeed, Iam ensusiastically to watch it more, I guess both Alhaj Lawan and Farouq are Al-amaeen’s boys, he use them te testify his matrimonial wife.",Positive,English
3031,KxYo2Qe0XPA,wllh chirin nan ya kadamin zuciya ❤,Positive,Hausa
3032,KxYo2Qe0XPA,"Aminu saira idan kuma kace FAROQ ne ya auri maryam ka copsa domin kuwa al,amin da shi aka daura shi kuma wannan sunan sa FAROQ ka abun bazai yiwu hankali ya dauka ba",Negetive,Hausa
3033,KxYo2Qe0XPA,Kai!!!!gaskiya Darecter ka lyauta,Positive,Hausa
3034,KxYo2Qe0XPA,Gaskiya nayi farin chiki,Positive,Hausa
3035,KxYo2Qe0XPA,"Abin da nayi tinani shine duk kansu yaran al,Amin ne turosutayi",Neutral,Hausa
3036,KxYo2Qe0XPA,Masha Allah  Allah ya kara basira <br>From kebbi State kalgo local government,Positive,Hausa
3037,KxYo2Qe0XPA,Who is watching and still reading the comments 😅,Neutral,English
3038,KxYo2Qe0XPA,Who noticed when lawan left Jamila at the supermarket to make a call,Neutral,English
3039,KxYo2Qe0XPA,Muna Godiya Dabamu Nishadi,Positive,Hausa
3040,KxYo2Qe0XPA,Al&#39;amin Is The Man Of the Series,Positive,English
3041,KxYo2Qe0XPA,Ayya ayya ayya yar Aljannah 😂❤,Positive,Hausa
3042,KxYo2Qe0XPA,"Su din yaran al,amin ne mijin jamila da kuma FAROQ shine kawaii",Neutral,Hausa
3043,KxYo2Qe0XPA,Gaskiya ana wasamana kwakwalwa wlh amma gaskiya talla nayawa aminu saira,Negetive,Hausa
3044,KxYo2Qe0XPA,Alamin ya akai hakka,Neutral,Hausa
3045,KxYo2Qe0XPA,Nagode gaskiya wannan yayi Allah yakara bassira,Positive,Hausa
3046,KxYo2Qe0XPA,Wlh Azim Aminu Saira is unpredictable,Positive,English
3047,KxYo2Qe0XPA,Wonder shall never end 😮😮😮😮 Al Amin is Prince Nd he prudent to be poor and work harder to find a wife 🎉🎉🎉,Neutral,English
3048,KxYo2Qe0XPA,Dan allah ku temaka nan bangane miki ake nihi nan,Neutral,Hausa
3049,KxYo2Qe0XPA,Cant wait to hear Al amin side story. Wish all men will learn from him,Positive,English
3050,KxYo2Qe0XPA,Al-amin yace kuyi hakurin na tafi zanche😂,Neutral,hausa
3051,KxYo2Qe0XPA,Antashi kaina wlh malam aminu saira Allah kara basira wow 🎉🎉🎉❤❤❤,Positive,Hausa
3052,KxYo2Qe0XPA,Aminu saira gaskiya kaburgeni yau wallahi,Positive,Hausa
3053,KxYo2Qe0XPA,Saira movies what is happening,Neutral,English
3054,KxYo2Qe0XPA,Ana wata ga wata 🤭🤭🤭,Neutral,Hausa
3055,KxYo2Qe0XPA,Aminu Saira u kill us 2 day in labarina an proud with you ❤❤,Positive,English
3056,KxYo2Qe0XPA,al amen maryam,Neutral,Hausa
3057,KxYo2Qe0XPA,Saira Amazing love 💕 this game we are wait u next week let me see what up Saira Amazing love it,Positive,English
3058,KxYo2Qe0XPA,Aminu saira kamana Magana may farouk yake a gidan?? Kodai kama alamin yasa akayi 😢,Neutral,Hausa
3059,KxYo2Qe0XPA,Gasskiya banejidadiba,Negetive,Hausa
3060,KxYo2Qe0XPA,Al&#39;amin shine ogan Lawal da Faruk kenan??,Neutral,Hausa
3061,KxYo2Qe0XPA,Allah yajikan iyaye malan aminu saira Allah yakara basira,Positive,Hausa
3062,KxYo2Qe0XPA,Allah ya tsine wannan Film din na labarina haba cin amanar yayi yawa,Negetive,Hausa
3063,KxYo2Qe0XPA,This episode makes me emotional on what God and life can&#39;t do doesn&#39;t exist. I Enjoy this episode more than the others. I pray the next will be more sweeter.,Positive,English
3064,KxYo2Qe0XPA,Ka Raina mana HANKALI pah aminu Saira bama San rainin HANKALI wllh😎😎,Negetive,Hausa
3065,KxYo2Qe0XPA,Amma aminu bakayi tunaniba,Negetive,Hausa
3066,KxYo2Qe0XPA,What if Al’amin secretly collected that money and gave mariam to the other guy,Negetive,English
3067,KxYo2Qe0XPA,Allah yakarama basira,Positive,Hausa
3068,KxYo2Qe0XPA,Alh Lawan and faruq are his boys,Neutral,English
3069,KxYo2Qe0XPA,Kai kunga kai miyake faruwa haka duk nabi nayi ihu har murya ta ta<br> shaqe Amma naga faruq Indai faruq ta aura she Anbiyani ihun murnata 😭<br><br>Ammafa nayi tunani Kamar fa Faruq yaron Al.aminne kai Ammafa akwai shaglali😂😂,Positive,Hausa
3070,KxYo2Qe0XPA,Masha Allah Mallam Aminu Saira gaskiya muna godiya da Wanan film nan,Positive,Hausa
3071,KxYo2Qe0XPA,Because I think Almin is the owner of the house,Neutral,English
3072,KxYo2Qe0XPA,"Watching from Afghanistan, the leader of Taliban say he is greeting",Neutral,English
3073,KxYo2Qe0XPA,😢😢gaskiya aminou saira kanada ilimi sosai abu kamar mafarki,Positive,Hausa
3074,KxYo2Qe0XPA,😢😢gaskiya aminou saira kanada ilimi sosai abu kamar mafarki,Positive,Hausa
3075,KxYo2Qe0XPA,"Good work Malan,i am happy to see this episode.god bless you",Positive,Hausa
3076,KxYo2Qe0XPA,So what is going to happened for the next season now,Neutral,English
3077,KxYo2Qe0XPA,😢😢gaskiya aminou saira kanada ilimi sosai abu kamar mafarki,Positive,Hausa
3078,KxYo2Qe0XPA,Kai idont understand that saira yne,Negetive,Hausa
3079,KxYo2Qe0XPA,Bravo saira Allah kara basira🎉,Positive,Hausa
3080,KxYo2Qe0XPA,"Saira Allah ye Maka albarka , nice and wonderful,",Positive,Hausa
3081,KxYo2Qe0XPA,Nidai nadaina kallaa,Negetive,Hausa
3082,KxYo2Qe0XPA,Alhamdulillah watching from taraba state takum LGA chanchanji ward,Neutral,English
3083,KxYo2Qe0XPA,To wai ta ya ankai haka ta faru,Neutral,Hausa
3084,KxYo2Qe0XPA,naganar gaskiya malam aminu saira ka tashi kwakwlwata,Positive,Hausa
3085,KxYo2Qe0XPA,"To be honest with you, this is something that should not be done by marrying another woman 😊",Negetive,English
3086,KxYo2Qe0XPA,"Welldone Aminu Saira👍👍 amma dai bai kamata ace abokan ango suna kallo ba a dauki amaryaryan da suka kawo a tafi da ita basuyi gardama ba, kamata yayi ace sun tayar da qura kada a dauketa, in kuma har za&#39;a dauketa sai shi Al&#39;amin ya qirasu, kuma yazama tare za&#39;a tafi dasu",Negetive,Hausa
3087,KxYo2Qe0XPA,Malan aminu saira why meyesa yakare anan wallahi banso yakare yanzuba,Positive,Hausa
3088,KxYo2Qe0XPA,Allah yakara basira my mentor saira,Positive,Hausa
3089,KxYo2Qe0XPA,Malan aminu saira why meyesa yakare anan wallahi banso yakare yanzuba,Positive,Hausa
3090,KxYo2Qe0XPA,Kay aminu saira duniyane,Positive,Hausa
3091,KxYo2Qe0XPA,Kunga de   yacce Al amari ya kasance🤷🚶Me zakuce a kan hakan muhadu a comment section. ‎,Neutral,Hausa
3092,KxYo2Qe0XPA,Wow sairah never give up wllh 😂,Positive,English
3093,KxYo2Qe0XPA,Gaskiya Malam Aminu saira ...kayi kokari sosai...Allah ya kara Basira Da ilimi Mai Anfani.......Allah Ubangiji yakaimu Sati Mai zuwa lafia____Musamu Mu kalla  Na Gaba Cikin koshin lafia,Positive,Hausa
3094,KxYo2Qe0XPA,Aminu saira u are the best .. watching from MGK clinic.<br>Keep it up.,Positive,English
3095,KxYo2Qe0XPA,Malan aminu I love you 👌👌,Positive,English
3096,KxYo2Qe0XPA,Ama aminu saira kakai dan burauba,Negetive,Hausa
3097,KxYo2Qe0XPA,Saira wawa ne,Negetive,Hausa
3098,KxYo2Qe0XPA,Kayi kokari Malan AMINU  excellent.,Positive,Hausa
3099,KxYo2Qe0XPA,Taya Wai wayi yayi auren ne Al Amin ne ko faruq,Neutral,Hausa
3100,KxYo2Qe0XPA,Saïra ya kayi mana Haka ne ?,Negetive,Hausa
3101,KxYo2Qe0XPA,Masha Allah malam Aminu saira Allah kara basira gaskiya wannan épisode yayi matukar yiwa mutane dadi sosai munatare daku 100/100 ku huta lafiya,Positive,Hausa
3102,KxYo2Qe0XPA,"What a surprise.... An astonishing moment indeed... Keep it up Aminu Saira,,,, u are really unpredictable. ❤",Positive,English
3103,KxYo2Qe0XPA,Antashi kaina😂,Positive,Hausa
3104,KxYo2Qe0XPA,Very interesting film,Positive,English
3105,KxYo2Qe0XPA,ALLAH yakarama basira Masha Allah,Positive,Hausa
3106,KxYo2Qe0XPA,Aminu Saira Allah ya kara basira ❤😅,Positive,Hausa
3107,KxYo2Qe0XPA,That means Farouk is work for Al&#39;amin 😢 watching from Saudi Arabia 🇸🇦🇳🇬,Neutral,English
3108,KxYo2Qe0XPA,Watching you from faruruwa Shanono,Neutral,English
3109,KxYo2Qe0XPA,Banza dakikin banza jahili.,Negetive,Hausa
3110,KxYo2Qe0XPA,Aminu saira ka kay makura,Positive,Hausa
3111,KxYo2Qe0XPA,"Jamila son kudi lawal bayason almubazzaranci, Kuma kamar ma Yana waya da wasu Yan mata😂😂😂 Al&#39;amin dai bat da kama yayi domin samun soyayyar gaskiya <br><br>FARUQ DA LAWAL dukansu yaran AL&#39;AMIN Ne",Negetive,Hausa
3112,KxYo2Qe0XPA,wallahi bamuzi dadi ba labarina batai dadiba wallahi,Negetive,Hausa
3113,KxYo2Qe0XPA,"If it&#39;s not al_ameem that married Maryam, I will no longer watching labarina again.",Negetive,English
3114,KxYo2Qe0XPA,Wlh dama nasani bankallah ba Aminu saira zakasa zuciyata ta buga wlh 😢,Negetive,Hausa
3115,KxYo2Qe0XPA,Dabadun film ba danace Allah ya tsinewa jamila mal Aminu saira,Negetive,Hausa
3116,KxYo2Qe0XPA,Mlm aminu Dan allah karka zamo karamin mutum a film nagaba Dan allah🙏🙏🙏🙏🙏🙏🙏🙏🙏,Negetive,Hausa
3117,KxYo2Qe0XPA,Aminu Saira pls what is going on.. stop confusing my Head 😮,Negetive,English
3118,KxYo2Qe0XPA,MashaAllah good job aminu saira,Positive,English
3119,KxYo2Qe0XPA,Wlh Aminu saira karainawa mutane wayo,Negetive,Hausa
3120,KxYo2Qe0XPA,Wallahi wallahi wallahi aminu saira idan haryaka sanci abin da mukagani shine labarin ko wallahi ba kyuta munaba dan Allah aminu sai.ra karkai munahaka dan zan daina allon abin biyidadi ba ku.kadan ❤ Allah ya sa mudaci,Negetive,Hausa
3121,KxYo2Qe0XPA,Da farouq din da lawan din duka yaran al.aminne,Neutral,Hausa
3122,KxYo2Qe0XPA,Greet you sir interlagent director,Positive,English
3123,KxYo2Qe0XPA,Gaskiya dai wlh film dinnan yabada citta Allah yakara daukaka Aminu saira,Positive,Hausa
3124,KxYo2Qe0XPA,Wai dan Allah yaushe zamu koma aynashi film din labarina?,Neutral,Hausa
3125,KxYo2Qe0XPA,Allah ya kara basira an biya ni,Positive,Hausa
3126,KxYo2Qe0XPA,Wannan ya zamto rainin hankali 😢😢,Negetive,Hausa
3127,KxYo2Qe0XPA,Ubagiji Allah yasaka da Alkairi malan Aminu da kai da makarrabanka Allah kara basira gaskiya kunyhi kokari kuma Allah yaga yaudi wllh duk munnushadantu mu ya Libya liking Tripoli masha Allah kara basira,Positive,Hausa
3128,KxYo2Qe0XPA,Allah ya kara basira aminu saira wallahi na fahimta,Positive,Hausa
3129,KxYo2Qe0XPA,"Gaskiyane Maryam kin birgeni Haka akeson  Macé takasance mai biyayya gamiji Allah ya kara basira Maryam ❤❤❤❤,",Positive,Hausa
3130,KxYo2Qe0XPA,Jamila kina ruwa amma alamin yana da kudi yyi hakane dan ya gane me son shi dan allah 😂,Negetive,Hausa
3131,KxYo2Qe0XPA,Nice one director❤,Positive,English
3132,KxYo2Qe0XPA,Bravo aminu saira can&#39;t wait for the continuation,Positive,English
3133,KxYo2Qe0XPA,Best series ever wlh<br>Saira movies is the best,Positive,English
3134,KxYo2Qe0XPA,Ali daga Zandar Niger inayima ❤❤❤❤❤❤❤❤❤❤❤ Maryam fatan alkhairi Allah yasa kiqare lafiya,Positive,Hausa
3135,KxYo2Qe0XPA,Kai saira wlh bai kamata kana katsemu ba wlh😢,Negetive,Hausa
3136,KxYo2Qe0XPA,Farouk ya zagaye ya karawa Al&#39;Amin kudi ya bar masa Maryam kenan ko yaya? Lallai Maryam zata dau mummunan mataki,Negetive,Hausa
3137,KxYo2Qe0XPA,Masha a Allah TabarakAllah Allah yasa albarka yakara basira,Positive,Hausa
3138,KxYo2Qe0XPA,Am  sick after watching today’s episode 😢😢,Negetive,English
3139,KxYo2Qe0XPA,Kai gaskiyane saira allah yakara basira,Positive,Hausa
3140,KxYo2Qe0XPA,Wonderful episode.<br>Who predict the next episode?<br>What is the position of Alh Lawal and Faruq to AL Amin.,Positive,English
3141,KxYo2Qe0XPA,Kai Aminu Saira meyasa kaiwa Al Ameen haka 😢,Negetive,Hausa
3142,KxYo2Qe0XPA,Al Amine IS a rich man,Neutral,English
3143,KxYo2Qe0XPA,"Oh My Goodness!!! My head is hot, next week is too long for me😭😭😭! Please what’s Ameenu Saira saying??? That Al-Aameen is the BOSS💃🏽",Positive,English
3144,KxYo2Qe0XPA,"Al&#39;amin is richhhhhh,Alh Lawan and Farouk are his boys🔥🔥bravo Malam Aminu Saira👍",Positive,English
3145,KxYo2Qe0XPA,Gaskiya Maryam tana matuqar qoqari a role nata masha Allah.,Positive,Hausa
3146,KxYo2Qe0XPA,Wai gaskia Saira ka sanya mu a duhu,Negetive,Hausa
3147,KxYo2Qe0XPA,Gaskiya yau Aminu Saira katashi kaina fim yayi dadi sosai Allah yaqara basira,Positive,Hausa
3148,KxYo2Qe0XPA,Allah ya kara basira Mal Aminu saira,Positive,Hausa
3149,KxYo2Qe0XPA,Al&#39;amin is the Boss of all the two rivals... He was looking for true love ne.,Neutral,English
3150,KxYo2Qe0XPA,Tsakani da allah nidai antashi kaina wajennan film din nan yabada citta gaskiya,Positive,Hausa
3151,KxYo2Qe0XPA,Yayi kyau sosai fatan alheri a gare ku 🇳🇪 🇩🇿,Positive,Hausa
3152,KxYo2Qe0XPA,"Wai Meye ake nufine, ninasan al-amin bazai seda soyayyar Shiba. Ammafa director kasamu aduhu😂 koshi din mekudine? Kokuma faruk yaronshine? Don banyarda director zai saida soyayyar nanba ahaka🤔🤔🤔🤔🤔🤔",Neutral,Hausa
3153,KxYo2Qe0XPA,nidai nakalla banganeba amma namika ouziri har sati nagaba,Neutral,Hausa
3154,KxYo2Qe0XPA,Gaskiya series dinnan yayi. Alhaji Lawal ze zama yaron Al-amin ne Tunda.,Positive,Hausa
3155,KxYo2Qe0XPA,Allah dai yasah bah faruq bane yashirya a sace tah😢,Negetive,Hausa
3156,KxYo2Qe0XPA,Masha Allah Masha Allah Masha Allah kaskiya film yayi kyau sosai Allah yakara basira yayi kyau sosai ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive,Hausa
3157,KxYo2Qe0XPA,Allah dai yasah bah faruq bane yashirya a sace tah😢,Negetive,Hausa
3158,KxYo2Qe0XPA,This is the best series in the world I swear watching from Libya misurata,Positive,English
3159,KxYo2Qe0XPA,Haba aminu saira yakayi haka dan allah acan za wanna lamari,Negetive,Hausa
3160,KxYo2Qe0XPA,Saira and talent is five and six😂😂😂,Positive,English
3161,KxYo2Qe0XPA,Ya suka bar Amarya ta fito da kanta 😂😅,Negetive,Hausa
3162,KxYo2Qe0XPA,Wonderful Saira I&#39;m Watching from Tunisia 🇹🇳,Positive,English
3163,KxYo2Qe0XPA,Gaskiya Aminu Saira kana da basira Allah ya Kara basira yaushe zakazo ku dauki film a kauye don Allah idan bukatan kauye tashi sunan garinmu<br>Dankudu<br>Dutsi local government<br>Katsina state,Positive,Hausa
3164,KxYo2Qe0XPA,Kai wlh Saira u are d best among d best. Wish all d best in duty,Positive,English
3165,KxYo2Qe0XPA,😂❤❤❤ I love labarina series watching from abuja,Positive,English
3166,KxYo2Qe0XPA,Haba aminu saira ko ilimi ya kare waiiiiii😢😢😢😂😅,Negetive,Hausa
3167,KxYo2Qe0XPA,Really Saira is unpredictable. But my question here is Alameen accepted the money ? Or Alameen is from the richest family,Neutral,English
3168,KxYo2Qe0XPA,"I salute you Saira,👍",Positive,English
3169,KxYo2Qe0XPA,"Gaskiya labarina yayi amma Allah ya sa ba yaudari Maryam ba dan gaskiya indai anyodari Maryam gaskiya nima bazan yafe lokacina awurin kallon labarina kuma sai nace ya zama shirme,kuma bazan ƙara bibiyako ba insha allah ☹️",Negetive,Hausa
3170,KxYo2Qe0XPA,Malan Aminu saira you’re a GOAT in hausa film industry,Positive,English
3171,KxYo2Qe0XPA,ga dukkan alamu Farouk da lawan yaran alameen ne ... Haduwar Alh Lawan da Jamila dik plan ne😂 ...,Neutral,Hausa
3172,KxYo2Qe0XPA,who noticed that Alh Lawan and farug are all Al-ameen boy&#39;s and Also He is the one who send Alh lawan to go for Jamila for the sake of tasting her,Neutral,English
3173,KxYo2Qe0XPA,"Sati mai zuwa Akwai,, kallo👀",Neutral,Hausa
3174,KxYo2Qe0XPA,"Ni wallahi nayi zaton  Al amin yayi kudine, Allah dai yasa mafar kine",Neutral,Hausa
3175,KxYo2Qe0XPA,Kai kai saira kai sarai😂😂 allah yakaimu wani satin nan yasa munada rabon gani wanene ango,Positive,Hausa
3176,KxYo2Qe0XPA,This house is a gift from faruq to Alamin and his new bride,Neutral,English
3177,KxYo2Qe0XPA,Na kare kallon wannan chiri,Negetive,Hausa
3178,KxYo2Qe0XPA,Gaskiya masha Allah  aminu ke na musamane Gaskiya muna alfahari da kai Allah ya Kara basira,Positive,Hausa
3179,KxYo2Qe0XPA,Allah yasa mafarki ne,Neutral,Hausa
3180,KxYo2Qe0XPA,Saira bazaka sakani hawan jini ba,Negetive,Hausa
3181,KxYo2Qe0XPA,Masha Allah Allah yakara basira❤❤❤❤,Positive,Hausa
3182,KxYo2Qe0XPA,Wow wow wow I didn&#39;t expect dis....sairaaaaa😅,Positive,English
3183,KxYo2Qe0XPA,Ya siyarda soyayyar Maryam wlh,Negetive,Hausa
3184,KxYo2Qe0XPA,This is what is Happening <br>Al’amin is the boss <br>He uses Alhaji lawal nd Faruk to confirm the habits of the girl he is about to marry. Jamila failed woefully,Neutral,English
3185,KxYo2Qe0XPA,Woooo excellent,Positive,English
3186,KxYo2Qe0XPA,gaskiya qila daga wan nan zan Dade bankalli labarina ba saboda shirman yayi yawa,Negetive,Hausa
3187,KxYo2Qe0XPA,Shirin da ke da ban sha&#39;awa,Positive,Hausa
3188,KxYo2Qe0XPA,Saira ya kake so damune wai😂😂,Negetive,Hausa
3189,KxYo2Qe0XPA,"Very educative,am in love with this movie <br>.",Positive,English
3190,KxYo2Qe0XPA,aminu saira yau katashi kaina da farinciki ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,Positive,Hausa
3191,KxYo2Qe0XPA,Gaskiya saira muna godiya naji dadin wan film,Positive,Hausa
3192,KxYo2Qe0XPA,Nifa Ina Tuna Nin Yaransa Ne <br>Su Alhaji Lawan Din Nan Shi Yasa Sukayi Komai<br>Kujira Kagani Next Week Abinda Za ace Kenan😂😂,Neutral,Hausa
3193,KxYo2Qe0XPA,I heat this movie why aminu,Negetive,English
3194,KxYo2Qe0XPA,"Toh gamunan Dai munata jindadi Amma indai ba Al&#39;amin bane, saira bazamu yafe BA. Kaci Amanar Maryam DUK da Film Ne. From KT",Negetive,Hausa
3195,KxYo2Qe0XPA,Seriously we didn&#39;t understand wat is d meaning of dis,Negetive,English
3196,KxYo2Qe0XPA,"Gaskiya zan daina kallon film dinnan,sam babu dattaku.",Negetive,Hausa
3197,KxYo2Qe0XPA,Am not understand  how it&#39;s,Negetive,English
3198,KxYo2Qe0XPA,Unpredictable series.  I salute you Saira!,Positive,English
3199,KxYo2Qe0XPA,Jamila natayake takaici sai ayi hakuri a dauke asara 🤪hakuri matakin nasara maryam congratulation,Neutral,Hausa
3200,KxYo2Qe0XPA,Does This Mean Al Amin Betrayed Maryam?<br><br>Lets Watch Out For Episode 6😂,Neutral,English
3201,KxYo2Qe0XPA,Wannan film da alama shirme ne bama zan cigaba da kallonsa ba tabbas saira ka rainawa mutane hankali wallahi,Negetive,Hausa
3202,KxYo2Qe0XPA,Aiki na kyau mlm saira,Positive,Hausa
3203,KxYo2Qe0XPA,Why aminu Saira,Negetive,English
3204,KxYo2Qe0XPA,Allah yakara daukaka,Positive,Hausa
3205,KxYo2Qe0XPA,Ayya yar aljanna 😂😅,Positive,English
3206,KxYo2Qe0XPA,Aminu saira u don start o .. Suspense mode,Neutral,English
3207,KxYo2Qe0XPA,Nagode aminu saira,Positive,Hausa
3208,KxYo2Qe0XPA,Naji  dadi sosai,Positive,Hausa
3209,KxYo2Qe0XPA,Kai mallan saira hmmm 🤔,Neutral,Hausa
3210,KxYo2Qe0XPA,Bawan Allah Allah yana tare da shi,Neutral,Hausa
3211,KxYo2Qe0XPA,Aminou sera allah yakaro basira kunayi mouna Jin dadi Allah ya biya,Positive,Hausa
3212,KxYo2Qe0XPA,"Al amin Al amin Al amin one peace of advise , be honest to your wife",Neutral,English
3213,KxYo2Qe0XPA,Wow! Saira Movies waiting you along the Al-amin and Maryam,Positive,English
3214,KxYo2Qe0XPA,Over acting abeg,Negetive,English
3215,KxYo2Qe0XPA,firm yana yin kyau,Positive,Hausa
3216,KxYo2Qe0XPA,"Masha Allah, Kamar Nayi Kuka Inama Nina Samu Wannan Soyayyar",Positive,Hausa
3217,KxYo2Qe0XPA,Gsky saira al&#39;ameen andame shi dayawa haba dan allah miye haka,Negetive,Hausa
3218,KxYo2Qe0XPA,Dadi kasheni🤸🤸🤸🤸🤸,Positive,Hausa
3219,KxYo2Qe0XPA,Very good,Positive,English
3220,KxYo2Qe0XPA,Allah ya karabasira ❤❤❤,Positive,Hausa
3221,KxYo2Qe0XPA,Masha Allah bless saira,Positive,English
3222,KxYo2Qe0XPA,Malam Allah tsaraika kaida ahhalinka wallah na shiga fargaba dan kar ace baisamu auran Maryam ba❤❤❤,Positive,Hausa
3223,KxYo2Qe0XPA,Nice film,Positive,English
3224,KxYo2Qe0XPA,Abu yayi kyau,Positive,Hausa
3225,KxYo2Qe0XPA,Masha Allah Hakan yayikyau Al Amin Allah yabadazama lafiya amin❤,Positive,Hausa
3226,KxYo2Qe0XPA,Amma Jamila Ina tausaya Mai Hali irinnaki,Negetive,Hausa
3227,KxYo2Qe0XPA,Yayi kyau,Positive,Hausa
3228,KxYo2Qe0XPA,Saira more more idea,Positive,English
3229,KxYo2Qe0XPA,gaskiya Al*amin yatabbata mai rikon alkawari,Positive,Hausa
3230,KxYo2Qe0XPA,Masha Allah watching from Singapore but pls this talace talace is too much saira pls u should do something about it,Negetive,English
3231,KxYo2Qe0XPA,Masha Allah watching from Singapore but pls this talace talace is too much saira pls u should do something about it,Negetive,English
3232,KxYo2Qe0XPA,But why is the movie quality turning blurry???,Negetive,English
3233,KxYo2Qe0XPA,Honestly I like this movie  ❤,Positive,English
